id,label
d293308913e4a40cebb809d986aa9add65a76bfa.tif,0
fcd55f03496afb4b11598d9c2231e86da318e723.tif,1
1533406000e26663c5fadac3bcc3e38285a45bb3.tif,1
2726c36d0f578b629de736fe08b2553606eb6909.tif,1
b24c7797a53fb0ebdc93977eecbf02c36fa6785b.tif,1
6e97befe619265af04b662c963163a628e4ffc89.tif,1
cd8ec4d1c93cbb6b1698e53a4ede62cc3be0e398.tif,1
931ff00beb8008f8ffa1d4ebf5aa5ca0d3be50fe.tif,0
fe11db73e9d43c2d09de1e5008f205abbf3da08d.tif,0
c04292cc642c51607044ca91ca177e3516f7597f.tif,0
a1582d2ac3882ed6d0ee7c4cb83a4a12c367904e.tif,1
55e3f58a437d08f92afa8dae274efb8b569d937c.tif,1
a532f5b7a8b3d1d8059dd97f01e69d5a6056e758.tif,1
cc6a627e49fad43b9b9083faad3c22a4d11e3c47.tif,0
ceac720c10dabc61c31742709c20c6124037e17c.tif,1
280196c6458e28b5f37506fee6aff9c0cbaebcf3.tif,1
27f81ae75fe895ced2cba7b8da403110ed452dea.tif,1
671ac7e946d6d484e72dece123229ef57dd85f01.tif,0
651ccc0989e8cd6f9cf33b27bd7f6d897200306a.tif,0
569e6db115768b9e91352ed46712f2e7e99db7e0.tif,0
5603857e86763f1672a8ccab03516a5a1f08df0b.tif,0
7133fe84cd9f3ae9457195c5530468e3e9ee8ed1.tif,0
c9c9dcc56ad5ec47381f6534e510e126f30cacbc.tif,0
13e376f5cb80d4cdc43120e459c29608aa43d56d.tif,1
1f2ca1bf2ad137c87bfe4d2adecfe4b99bb9bd4b.tif,0
7c9c8af311d7c7b29da795535dae79fa0ee6126e.tif,0
a2e0ab9c36f21241d09d5b84d8edbd7ade56dea6.tif,0
ce4dcd01e68cc78a634f80ab6e8d895733a6f66f.tif,1
43029e8e1a99d405b02ca7079f78307314ad6cc7.tif,1
a7fcd787dbe58aad4c00e95fa114af0370d4b304.tif,0
98e7813fc16f4b3914a1e4654feef32437c1ce8e.tif,1
5866ffeff50e04c0def4ccc53c5a80e71d4d03f9.tif,1
a141668c9a88246010c7bffc2531a49c4cbf63eb.tif,0
56a390db14ec195c80bdeec8c0a9569c8c6b8bd4.tif,0
e4d5849fe335ce7c1a905da9bdcfecce95242709.tif,0
b668f49471f28ca17aff3ebfb804e37fdc8c7478.tif,0
43414764f965da076af6a78487fede0ef69cfd1b.tif,1
ec31d1c91994be6f3f2ad08a35b58787c509a3d9.tif,1
3702578ac9594e4da8350e173fb6905f1acb1620.tif,0
89a2040fa27f3592ae5a2ff81c37cfebda3544b6.tif,1
79226555969c36c6d9e9618a4b3b96d894a2713c.tif,1
d714839e67c49a1466e0984c8ff7f54d2ba17b3a.tif,0
e0ce774aefc2b9be1826a65a5a3b6a12a99e12dd.tif,0
ebb73ffbeb4d7056eac2309bd181a45982eb198e.tif,0
8d68d1a0846c6826516f99ad0855f11cf17b66a5.tif,0
0b1017d4f364343432e1bf9ce76b6728a86b5b2b.tif,0
7c8174ba6710b92e7ea234b8c7ae85222f28e5e9.tif,1
8cf7640b4e9c469382e72ed312e00c2048e57d8c.tif,1
f6d3206a39a8021e29dbe22eaeb02b3a7a4d77c8.tif,0
e43781a6d8b42d12ee4c44b44611c9ad8d569b7a.tif,1
478ef5b0f98a162d66aba2700ed994eefa4fa463.tif,0
0ec0dcbbab5a9c046e7c34ed9ceec097da238c9a.tif,0
eb3d9683d7c0dabd5e0eb02b551068cfd72c7d8c.tif,1
794da14ef9d7d113882e78d69372b1b9b190b182.tif,0
886a2ea7afc7b98021d10b29f33339e0cb040780.tif,0
5140594e45e9df1fa3755299285488fd80339c33.tif,0
901139468081e811aea961fdedd0384292a0e9e1.tif,0
3edf18a61571723b79faabc8e7cf70751ccc0bfb.tif,1
999dd88dab6515da5bdb8d5466375621950bf6a8.tif,1
365d1f6d038e6fc5d49407ab96e18c5f977f7a27.tif,1
d130e298f2441defd0ca6322d8f62091c5a49e5a.tif,1
71f83da905f6abc7f684123beb5f8385e5e59580.tif,1
88190498527dd7df60a5f462514ae5b03bf9a4b3.tif,1
e8afee33d0ef5103685342832093ebcec37f1762.tif,0
741d790acc1e5bb83a531cb8c4c2a726d731d317.tif,1
05cf0d58682de5279bbfb9ef1018add3e6cdda2f.tif,0
3f3ffb219fa021def28a06b6b4be08e886f2a797.tif,1
3e510163c7c64078666661bdc7c57d556da2b858.tif,1
e027b02a26a07fefffe035fb48836b30a749661e.tif,1
7811a4fdc5cf36c4ec6de03e08170de465b6125d.tif,0
5ebb1b1df43ab839225d9844d2427f216fc80473.tif,1
1e026e9a5fd8cd8a458e317aae2e181f52f59d10.tif,0
e3da10582c79bf47d71e9b661a63d3ba2887fd67.tif,1
fbee7b96b7576f25c5e14e81f886cf0814d6623f.tif,1
743c3c560de9e794ebc5a13905ef72a639ded360.tif,0
8fc1f057ced5cbceb19ea04487d6a1897177892e.tif,1
8c20adf886db12bdf00bec16e2ac7efbeadf13c8.tif,0
819aefca6a33c5bc5f7d3e387ec98a9be33e83f1.tif,0
39d3a8ab1b6d6f0e7a062ba0070bbd1d53562e02.tif,0
