id,label
d293308913e4a40cebb809d986aa9add65a76bfa.tif,0
fcd55f03496afb4b11598d9c2231e86da318e723.tif,1
1533406000e26663c5fadac3bcc3e38285a45bb3.tif,1
2726c36d0f578b629de736fe08b2553606eb6909.tif,1
b24c7797a53fb0ebdc93977eecbf02c36fa6785b.tif,1
6e97befe619265af04b662c963163a628e4ffc89.tif,1
cd8ec4d1c93cbb6b1698e53a4ede62cc3be0e398.tif,1
fe11db73e9d43c2d09de1e5008f205abbf3da08d.tif,0
a1582d2ac3882ed6d0ee7c4cb83a4a12c367904e.tif,1
a532f5b7a8b3d1d8059dd97f01e69d5a6056e758.tif,1
280196c6458e28b5f37506fee6aff9c0cbaebcf3.tif,1
651ccc0989e8cd6f9cf33b27bd7f6d897200306a.tif,0
5603857e86763f1672a8ccab03516a5a1f08df0b.tif,0
c9c9dcc56ad5ec47381f6534e510e126f30cacbc.tif,0
13e376f5cb80d4cdc43120e459c29608aa43d56d.tif,1
1f2ca1bf2ad137c87bfe4d2adecfe4b99bb9bd4b.tif,0
7c9c8af311d7c7b29da795535dae79fa0ee6126e.tif,0
a2e0ab9c36f21241d09d5b84d8edbd7ade56dea6.tif,0
ce4dcd01e68cc78a634f80ab6e8d895733a6f66f.tif,1
43029e8e1a99d405b02ca7079f78307314ad6cc7.tif,1
a7fcd787dbe58aad4c00e95fa114af0370d4b304.tif,0
e4d5849fe335ce7c1a905da9bdcfecce95242709.tif,0
b668f49471f28ca17aff3ebfb804e37fdc8c7478.tif,0
43414764f965da076af6a78487fede0ef69cfd1b.tif,1
3702578ac9594e4da8350e173fb6905f1acb1620.tif,0
89a2040fa27f3592ae5a2ff81c37cfebda3544b6.tif,1
79226555969c36c6d9e9618a4b3b96d894a2713c.tif,1
d714839e67c49a1466e0984c8ff7f54d2ba17b3a.tif,0
ebb73ffbeb4d7056eac2309bd181a45982eb198e.tif,0
8d68d1a0846c6826516f99ad0855f11cf17b66a5.tif,0
7c8174ba6710b92e7ea234b8c7ae85222f28e5e9.tif,1
e43781a6d8b42d12ee4c44b44611c9ad8d569b7a.tif,1
478ef5b0f98a162d66aba2700ed994eefa4fa463.tif,0
eb3d9683d7c0dabd5e0eb02b551068cfd72c7d8c.tif,1
794da14ef9d7d113882e78d69372b1b9b190b182.tif,0
886a2ea7afc7b98021d10b29f33339e0cb040780.tif,0
5140594e45e9df1fa3755299285488fd80339c33.tif,0
901139468081e811aea961fdedd0384292a0e9e1.tif,0
999dd88dab6515da5bdb8d5466375621950bf6a8.tif,1
71f83da905f6abc7f684123beb5f8385e5e59580.tif,1
e8afee33d0ef5103685342832093ebcec37f1762.tif,0
741d790acc1e5bb83a531cb8c4c2a726d731d317.tif,1
05cf0d58682de5279bbfb9ef1018add3e6cdda2f.tif,0
3f3ffb219fa021def28a06b6b4be08e886f2a797.tif,1
3e510163c7c64078666661bdc7c57d556da2b858.tif,1
5ebb1b1df43ab839225d9844d2427f216fc80473.tif,1
1e026e9a5fd8cd8a458e317aae2e181f52f59d10.tif,0
e3da10582c79bf47d71e9b661a63d3ba2887fd67.tif,1
fbee7b96b7576f25c5e14e81f886cf0814d6623f.tif,1
743c3c560de9e794ebc5a13905ef72a639ded360.tif,0
8fc1f057ced5cbceb19ea04487d6a1897177892e.tif,1
8c20adf886db12bdf00bec16e2ac7efbeadf13c8.tif,0
819aefca6a33c5bc5f7d3e387ec98a9be33e83f1.tif,0
39d3a8ab1b6d6f0e7a062ba0070bbd1d53562e02.tif,0
953eb2ea74b4259becd0f3bbda3d0b2df807d991.tif,0
b97251247835c22c147ca64fc293a8877e5ea10d.tif,1
bac454151c2260d787e6670c870587e382b276b4.tif,1
2e627fbad9b85c401e24d6fbee425c571a3f8e90.tif,1
d1d248db57cc291c46ac5700a6fe0ec379655253.tif,1
ee326ea6d60d0f096d4ee514384b73c29da692a2.tif,0
fa6af4248adcbbb9cf510147b2aa1108b294bf71.tif,1
63c544ed3b9f4e4d1c10376c8b11ca45bc5dfe99.tif,1
9c473939a711a0b1d1222138a0a5295de80ecd27.tif,1
129a17ba95b68f3505d77dfaf79071a1b51e4ca7.tif,0
2ef9e43f5048ff1362463511e3878cb77fd44b43.tif,0
b94c1927fe5636c86caff3b1f628d587d6e08667.tif,0
dbeb484622b35ce57d201956b54609534954cc49.tif,1
a6a70817cebae5b76689b6330d328063693d5736.tif,0
640ee1f14bd2436dba4826dde87b0d8843dac935.tif,0
8d13de762541c0f95026f86ec6afde898f30057f.tif,0
7a0a1a61531538d4b2ca33dedd79004c416c0501.tif,0
6084ae86b60d3ef9ef5cbbde0f9d0cef24b0c6fd.tif,1
476f035f430e0688ab40c154ceee43b3d9659c15.tif,0
700033526dd318d0df1680c5d95b55bf6d44d75b.tif,1
46d3381f8353b65018a8587e210692968fa62154.tif,1
9c1fe2d136c11fc5b9818f9530e843a0347ab9c6.tif,1
3f04be23e59911043ceb6c520a41087dc2860eb8.tif,0
24e61c1e0df3992b062b947b79a2cb21935eba59.tif,1
8c5173d9d24199f29e971e69d312e6535f343064.tif,0
7f126d374ca2384a4f64d01c0e3a827df9da0292.tif,1
c2ef7fc3ccb910004cbbd11f0e0c43bd98b10002.tif,1
